netrent,netrent.sqm,living.space,rooms,year,district,location,warm.water,central.heating,bath.tiles,bath.extras,upscale.kitchen
983.13,12.29,80,4,1996,14,good,yes,yes,yes,no,no
347.98,6.69,52,2,1969,16,simple,yes,yes,yes,no,no
256.94,9.18,28,1,1957,3,good,yes,yes,yes,no,no
251.43,3.59,70,3,1957,3,good,yes,yes,yes,no,no
678.48,8.81,77,3,1972,13,simple,yes,yes,yes,no,no
604.19,9.3,65,2,1992,13,simple,yes,yes,yes,no,yes
724,10.34,70,3,1992,13,simple,yes,yes,no,no,yes
228.87,5.87,39,1,1966,18,simple,yes,yes,yes,no,no
1175.97,9.41,125,4,1918,6,simple,yes,yes,no,yes,no
554.99,9.57,58,2,1957,17,simple,yes,yes,yes,no,no
664.69,10.39,64,2,1973,20,good,yes,yes,yes,no,no
370.61,5.29,70,2,1966,6,simple,yes,yes,yes,no,no
561.12,7.79,72,2,1974,20,good,yes,yes,yes,no,no
840,10.37,81,3,1966,20,simple,yes,yes,no,no,yes
725.94,8.16,89,3,1973,21,simple,yes,yes,yes,no,no
517.97,12.95,40,2,1993,21,good,yes,yes,yes,no,yes
652.93,9.07,72,3,1983,21,simple,yes,yes,yes,no,no
250.4,6.26,40,2,1968,25,simple,yes,yes,yes,no,no
794.02,10.31,77,3,1973,19,simple,yes,yes,yes,yes,no
514.35,6.86,75,3,1970,19,good,yes,yes,yes,no,no
438.69,5.55,79,3,1973,19,simple,yes,yes,yes,no,no
925.45,11.57,80,2,1957,19,simple,yes,no,yes,no,no
299.52,4.75,63,3,1966,19,simple,yes,yes,yes,no,no
358.18,8.53,42,2,1957,1,good,yes,yes,yes,no,no
1147.85,10.83,106,3,1986,1,good,yes,yes,yes,no,no
900,7.5,120,4,1918,1,good,yes,yes,yes,no,no
1575.71,13.02,121,3,1997,1,good,yes,yes,yes,no,yes
651.03,10.33,63,2,1997,1,good,yes,yes,yes,no,yes
582.89,8.1,72,2,1993,19,simple,yes,yes,yes,no,no
660.18,7.34,90,5,1976,20,good,yes,yes,yes,yes,no
562.42,8.65,65,2,1981,25,simple,yes,yes,yes,yes,no
432.05,8.15,53,2,1966,11,simple,yes,yes,yes,no,no
802.93,6.53,123,5,1918,1,good,yes,yes,yes,no,no
340.67,5.32,64,2,1972,19,simple,yes,yes,yes,no,no
538.1,11.45,47,2,1974,19,simple,yes,yes,yes,no,no
720.59,9.01,80,3,1987,19,simple,yes,yes,yes,yes,yes
408.75,5.84,70,2,1969,19,simple,yes,yes,yes,no,no
654.78,7.44,88,4,1969,19,simple,yes,yes,yes,no,no
380.76,10.02,38,1,1983,19,simple,yes,yes,yes,no,no
1030.03,6.87,150,4,1980,13,good,yes,yes,yes,yes,no
536.07,7.15,75,3,1993,13,simple,yes,yes,yes,no,no
1015.18,15.15,67,3,1967,13,simple,yes,yes,yes,no,no
794.31,9.57,83,4,1973,24,simple,yes,yes,yes,no,no
172.23,4.42,39,2,1948,11,simple,yes,no,yes,no,no
163.41,4.09,40,2,1957,11,simple,no,no,no,no,no
235.96,5.02,47,2,1960,17,simple,yes,yes,no,no,no
651.93,7.85,83,3,1948,17,simple,yes,yes,yes,no,no
631.62,11.48,55,2,1982,5,good,yes,yes,yes,no,no
654.68,9.35,70,2,1957,18,simple,yes,yes,yes,no,no
303.45,5.84,52,2,1966,5,good,yes,yes,no,no,no
847.8,10.34,82,3,1985,13,best,yes,yes,yes,yes,yes
529.46,4.77,111,4,1918,5,simple,no,no,yes,no,no
897.98,11.51,78,3,1992,16,simple,yes,yes,yes,no,no
634.21,9.47,67,3,1966,21,simple,yes,yes,yes,no,no
401.89,11.16,36,1,1957.5,21,good,yes,yes,yes,no,no
549.2,9.15,60,2,1971,22,simple,yes,yes,yes,no,no
111.97,2.6,43,1,1973,16,simple,yes,yes,yes,no,no
348,10.24,34,1,1966,18,simple,yes,yes,yes,no,no
746.5,9.82,76,3,1997,18,best,yes,yes,yes,yes,no
446.26,9.3,48,2,1983,13,good,yes,yes,no,no,no
585.03,8.01,73,2,1966,4,simple,yes,yes,yes,no,no
538.17,4.89,110,5,1957,17,simple,yes,yes,no,yes,no
556.43,7.73,72,3,1973,14,simple,yes,yes,yes,no,no
571.6,11.67,49,2,1984,18,best,yes,yes,yes,no,no
1155.54,12.43,93,3,2000,13,good,yes,yes,yes,no,no
963.1,11.47,84,3,1970,13,best,yes,yes,yes,no,no
319.56,10.65,30,1,1968,13,simple,yes,yes,yes,no,no
538.62,10.36,52,2,1918,13,good,yes,yes,yes,no,no
502.31,6.88,73,3,1967,13,simple,yes,yes,no,no,no
444.65,5.23,85,4,1966,13,simple,yes,yes,no,yes,no
603.34,7.64,79,3,1986,13,good,yes,yes,yes,no,no
777.17,10.95,71,3,1972,18,simple,yes,yes,yes,no,yes
640.86,10.34,62,4,1948,18,simple,yes,yes,yes,no,no
466.58,7.53,62,2,1957.5,18,good,yes,yes,no,no,no
271.17,2.92,93,4,1972,17,simple,yes,yes,yes,no,no
463,6.26,74,4,1967,18,simple,yes,yes,yes,no,no
753.02,6.28,120,5,1918,5,simple,yes,yes,no,no,no
602.61,10.04,60,2,1957,3,good,yes,yes,yes,no,yes
373.34,12.87,29,1,1972,4,good,yes,yes,yes,no,no
1101.85,10.02,110,4,1957.5,3,good,yes,yes,yes,no,no
317.62,6.48,49,2,1960,3,good,yes,yes,no,no,no
900.65,10.85,83,3,1985,2,good,yes,yes,yes,no,no
377.87,5.56,68,3,1918,2,good,yes,no,no,no,no
924.55,7.7,120,3,1918,2,good,yes,yes,no,no,no
562.43,10.42,54,2,1991,17,simple,yes,yes,yes,no,yes
485.74,10.79,45,2,1966,5,good,yes,yes,yes,no,no
314.09,11.22,28,1,1918,17,simple,no,no,no,no,no
493.41,5.09,97,4,1924,10,simple,yes,yes,no,no,no
222.41,4.45,50,2,1957,9,best,yes,yes,yes,no,no
1532.99,8.81,174,3,1918,4,good,yes,yes,yes,no,no
493.13,4.52,109,3,1924,4,good,yes,yes,no,no,no
351.86,3.82,92,4,1948,12,good,no,no,no,no,no
485.74,9.71,50,2,1957,16,simple,yes,yes,yes,no,no
511.3,9.65,53,2,1992,6,simple,yes,yes,yes,no,yes
552.2,12.27,45,2,1992,6,simple,yes,yes,yes,no,no
455.05,7.11,64,3,1960,25,simple,yes,yes,yes,no,no
271.9,9.06,30,1,1970,7,simple,yes,yes,yes,no,no
385.6,7.01,55,2,1948,11,simple,yes,yes,yes,no,no
265.88,13.29,20,1,1972,3,good,yes,yes,yes,no,no
899.89,10.97,82,3,1918,6,simple,yes,yes,yes,no,no
473.64,4.39,108,5,1957.5,11,simple,yes,yes,no,no,no
128.9,4.3,30,1,1966,24,simple,yes,yes,yes,no,no
388.92,3.11,125,5,1918,2,simple,no,no,yes,no,no
1136.95,9.1,125,4,1918,4,good,yes,yes,yes,no,no
747.73,7.4,101,3,1918,2,good,yes,yes,yes,yes,no
248.34,2.73,91,3,1918,2,good,no,no,yes,no,no
789.56,9.75,81,3,1948,12,good,yes,yes,yes,no,yes
893.25,12.24,73,2,1918,4,good,yes,yes,yes,no,no
405.6,6.44,63,2,1957,2,good,yes,yes,yes,no,no
458.85,9.76,47,1,1981,7,good,yes,yes,yes,no,no
536.86,11.42,47,2,1957,1,simple,yes,yes,yes,no,no
373.47,7.05,53,1,1918,12,good,yes,no,yes,no,no
388.81,9.72,40,2,1957,1,simple,yes,no,yes,no,no
916.25,9.96,92,4,1948,5,simple,yes,yes,yes,no,no
345.29,5.95,58,2,1918,14,simple,yes,yes,yes,no,no
549.68,7.53,73,2,1980,14,simple,yes,yes,yes,no,no
290.71,4.15,70,2,1939,3,good,yes,no,yes,no,no
426.46,12.54,34,1,1983,12,good,yes,yes,no,no,no
434.68,9.88,44,1,1973,12,good,yes,yes,yes,no,no
335.21,6.98,48,2,1966,7,simple,yes,yes,no,no,no
309,5.33,58,2,1957,7,simple,yes,no,no,no,no
346.67,6.67,52,2,1960,7,simple,yes,yes,no,no,no
423.45,6.83,62,2,1983,7,simple,yes,yes,yes,no,no
765.77,7.51,102,3,1957,2,simple,yes,no,yes,no,no
403.92,8.42,48,1,1972,8,simple,yes,yes,yes,no,no
474.76,4.65,102,3,1918,2,simple,yes,no,yes,no,no
602.23,9.87,61,2,1918,2,simple,yes,yes,yes,no,no
323.3,11.15,29,1,1980,5,simple,yes,yes,no,no,no
511.6,6.91,74,3,1957,13,good,yes,yes,yes,no,no
98.85,2.3,43,2,1948,13,simple,yes,no,no,no,no
591.24,7.88,75,3,1969,16,simple,yes,yes,no,no,no
518.51,12.06,43,2,1992,13,simple,yes,yes,yes,no,no
522.03,6.53,80,3,1966,25,simple,yes,yes,yes,no,no
373.37,9.33,40,2,1918,25,simple,yes,no,no,no,no
781.05,11.16,70,3,1974,25,simple,yes,yes,no,yes,yes
296.75,3.96,75,2,1918,2,simple,yes,no,no,no,no
1068.13,13.69,78,3,1998.5,2,good,yes,yes,yes,no,no
266.26,7.01,38,2,1948,11,simple,yes,yes,yes,no,no
483,10.73,45,2,1924,12,simple,yes,yes,yes,no,no
569,13.23,43,2,1960,11,simple,yes,yes,yes,no,no
555.34,9.57,58,2,1966,11,simple,yes,yes,yes,no,no
307.53,11.39,27,1,1985,11,simple,yes,yes,yes,no,no
294.05,8.91,33,1,1972,11,simple,yes,yes,yes,no,no
301.09,4.63,65,3,1966,11,simple,yes,yes,yes,no,no
741.39,6.86,108,4,1969,22,simple,yes,yes,yes,no,no
625.69,8.46,74,3,1972,21,good,yes,yes,yes,yes,yes
521.52,8.28,63,2,1974,20,good,yes,yes,yes,no,no
408.21,10.47,39,1,1975,20,good,yes,yes,yes,no,no
620.26,7.85,79,3,1974,7,good,yes,yes,yes,no,no
449.97,7.5,60,2,1966,20,good,yes,yes,yes,no,yes
284.94,10.96,26,1,1918,8,simple,yes,yes,yes,no,no
608.45,9.08,67,3,1973,8,simple,yes,yes,yes,no,no
567.25,9.78,58,2,1918,8,simple,yes,no,yes,no,no
356.16,7.42,48,3,1918,8,simple,yes,yes,yes,no,no
621.23,10.02,62,3,1957.5,9,good,yes,yes,yes,no,no
611.62,11.33,54,2,1980,2,good,yes,yes,yes,yes,no
689.78,6.76,102,3,1918,2,simple,yes,yes,yes,no,no
339.62,6.41,53,2,1948,25,simple,yes,yes,yes,no,no
617.27,9.8,63,2,1996,25,simple,yes,yes,yes,no,yes
644.84,7.5,86,3,1970,7,simple,yes,yes,yes,no,no
383.26,11.98,32,1,1960,7,simple,yes,yes,yes,no,no
297.76,4.88,61,2,1960,7,simple,yes,yes,yes,no,no
290.2,7.84,37,1,1967,7,simple,yes,yes,yes,no,no
569.47,8.25,69,3,1960,7,simple,yes,yes,yes,no,no
454.09,10.32,44,2,1960,6,simple,yes,yes,yes,no,no
265.02,6.16,43,2,1960,17,simple,yes,yes,yes,no,no
670.99,12.2,55,2,1986,18,good,yes,yes,yes,no,no
444.29,7.28,61,2,1957,2,good,yes,yes,yes,no,no
710.71,9,79,2,1918,9,good,yes,yes,yes,yes,no
282.95,4.04,70,2,1918,2,good,yes,yes,no,no,no
588,9.8,60,2,1918,9,simple,yes,yes,yes,no,no
1380.51,13.27,104,3,1918,9,good,yes,yes,yes,yes,yes
1068.64,11.87,90,4,1977,9,good,yes,yes,yes,no,yes
383.47,9.83,39,2,1957.5,16,simple,yes,yes,yes,no,no
221.94,2.77,80,3,1918,5,simple,yes,yes,yes,no,no
706.24,11.04,64,2,1918,5,good,yes,yes,yes,no,no
612.21,6.8,90,4,1918,5,good,yes,no,yes,no,no
613.56,11.16,55,2,1918,5,good,yes,yes,yes,no,no
470.4,5.41,87,4,1918,5,good,yes,yes,yes,no,no
869.21,9.35,93,4,1918,6,simple,yes,yes,yes,no,yes
713.01,8.7,82,3,1998,5,simple,yes,yes,yes,no,no
475.5,10.57,45,2,1918,5,good,yes,yes,yes,no,no
388.59,11.43,34,1,1966,5,good,yes,yes,yes,no,no
346.69,4.5,77,3,1957,16,simple,yes,yes,no,no,no
765,12.75,60,3,1998.5,14,good,yes,yes,yes,no,no
741.39,12.36,60,2,1998,15,good,yes,yes,yes,no,no
392.67,6.77,58,2,1972,15,simple,yes,yes,yes,no,no
444.84,10.35,43,2,1996,14,good,yes,yes,yes,no,no
791.86,10.7,74,2,1993,15,good,yes,yes,yes,yes,no
554,8.27,67,3,1957,13,simple,yes,yes,no,no,no
770.34,7,110,4,1982,5,simple,yes,yes,yes,yes,no
489.89,9.24,53,2,1998.5,15,simple,yes,yes,yes,yes,no
104.14,1.47,71,2,1948,5,simple,no,no,yes,no,no
611.87,11.33,54,2,1972,10,simple,yes,yes,yes,no,yes
444.84,7.54,59,2,1957,24,simple,yes,yes,yes,no,no
730.72,9.74,75,3,1981,10,simple,yes,yes,yes,no,no
412.21,6.65,62,2,1918,9,good,yes,yes,yes,no,no
1482.77,13.73,108,3,1918,4,good,yes,yes,yes,no,no
646.63,8.98,72,3,1971,4,simple,yes,yes,yes,no,no
273.92,9.78,28,1,1960,8,simple,yes,yes,yes,no,no
325.85,9.58,34,1,1957,2,simple,yes,yes,yes,no,no
894.2,8.52,105,4,1918,2,simple,yes,yes,yes,yes,no
649.55,8.12,80,3,1918,8,simple,yes,yes,yes,no,no
895,9.52,94,3,1918,2,simple,yes,no,no,no,no
431.54,8.14,53,2,1918,2,simple,yes,yes,yes,no,no
508.85,7.95,64,2,1966,3,good,yes,yes,no,no,no
603.33,10.77,56,2,1957,1,good,yes,yes,yes,no,no
1088.36,10.37,105,3,1918,3,simple,yes,no,yes,yes,no
516.29,6.22,83,3,1969,9,good,yes,yes,no,no,no
383.48,10.36,37,1,1973,9,simple,yes,yes,yes,no,no
434.61,12.42,35,2,1966,9,simple,yes,yes,no,no,no
307.81,4.46,69,2,1957,9,good,no,no,no,no,no
175.25,6.26,28,1,1960,9,good,yes,yes,no,no,no
547.92,8.43,65,3,1993,9,good,yes,yes,yes,no,no
313.06,8.94,35,2,1918,19,good,yes,yes,no,no,no
424,6.63,64,3,1957.5,19,simple,yes,yes,yes,no,no
747.68,9.35,80,3,1996,19,good,yes,yes,yes,no,no
672.21,8,84,3,1974,21,simple,yes,yes,yes,no,no
118.09,3.94,30,1,1966,22,simple,yes,yes,no,no,no
336,11.2,30,1,1948,6,simple,yes,yes,yes,no,no
522.08,6.45,81,3,1957,6,simple,yes,yes,yes,no,no
577.78,12.04,48,2,1984,16,simple,yes,yes,no,no,no
495.96,10.12,49,2,1957,5,good,yes,yes,yes,no,no
506.19,8.73,58,2,1969,18,simple,yes,yes,yes,no,no
261.38,3.96,66,3,1918,5,simple,yes,no,yes,no,no
1342.17,10.32,130,4,1918,5,simple,yes,yes,yes,yes,no
227.91,4.56,50,2,1918,5,simple,no,no,yes,no,no
501.7,6.43,78,2,1957,4,good,yes,yes,no,no,no
401.86,20.09,20,1,1966,3,good,yes,yes,yes,no,no
480.61,10.23,47,1,1993,4,good,yes,yes,yes,no,no
1138.17,10.07,113,4,1918,4,good,yes,yes,yes,yes,yes
301.15,9.13,33,1,1960,5,simple,yes,yes,yes,no,no
901.6,9.02,100,3,1957,5,simple,yes,yes,yes,no,no
879.66,12.22,72,2,1988,19,best,yes,yes,no,no,no
398.27,7.97,50,2,1966,19,simple,yes,yes,no,no,no
383.48,10.09,38,1,1918,17,simple,yes,yes,yes,no,no
321.48,10.05,32,1,1973,17,simple,yes,yes,yes,no,no
501.08,9.83,51,2,1957,25,simple,yes,yes,yes,no,no
611.48,7.74,79,3,1966,20,simple,yes,yes,no,no,no
284.37,3.06,93,4,1957,25,simple,yes,no,yes,yes,no
471.99,9.83,48,2,1960,11,simple,yes,yes,yes,no,no
373.34,8.89,42,1,1970,20,good,yes,yes,no,no,no
249.93,3.57,70,3,1968,7,simple,yes,yes,yes,no,no
545.73,6.35,86,4,1974,20,simple,yes,yes,yes,no,no
400.44,5.41,74,3,1966,18,simple,yes,yes,yes,no,no
613.56,9.44,65,3,1957,5,simple,yes,yes,yes,no,no
524.85,9.05,58,2,1987,18,simple,yes,yes,yes,no,no
1062.18,10.62,100,3,1918,2,simple,yes,yes,yes,no,no
746.5,11.14,67,3,1957,3,good,yes,yes,yes,yes,no
430.06,7.96,54,1,1918,2,simple,yes,no,yes,no,no
541.98,7.53,72,3,1960,7,simple,yes,yes,yes,no,no
546.4,9.76,56,2,1960,7,simple,yes,yes,yes,no,no
431.15,8.45,51,2,1960,15,good,yes,yes,no,no,no
945.91,7.51,126,4,1973,13,simple,yes,yes,yes,yes,no
710.87,8.36,85,3,1999,13,simple,yes,yes,yes,no,yes
518.87,14.82,35,2,1983,14,good,yes,yes,no,no,no
390.74,8.31,47,2,1957,21,good,yes,yes,yes,no,no
440.85,5.13,86,4,1957,21,good,yes,yes,yes,no,no
396.67,5.59,71,3,1969,22,simple,yes,yes,yes,no,no
322.12,10.74,30,1,1972,5,simple,yes,yes,yes,no,no
588,8.4,70,2,1984,16,simple,yes,yes,yes,no,yes
398.64,11.72,34,1,1966,5,good,yes,yes,yes,no,no
562.43,10.23,55,3,1957.5,8,simple,yes,yes,yes,no,no
577.86,5.67,102,3,1918,8,simple,yes,yes,no,no,no
798.42,8.32,96,3,1918,8,simple,yes,yes,yes,no,no
919.3,7.92,116,4,1918,8,simple,yes,yes,yes,no,no
567.54,11.35,50,2,1998.5,6,good,yes,yes,yes,no,no
509.39,9.8,52,2,1957,3,simple,yes,yes,yes,no,no
443.6,3.17,140,5,1918,3,simple,no,no,yes,no,no
767.47,9.71,79,2,1957,4,good,yes,yes,no,no,no
465.28,10.11,46,1,1975,4,good,yes,yes,yes,no,no
1459.49,8.74,167,4,1918,12,good,yes,yes,yes,yes,no
197.44,4.7,42,1,1924,9,good,yes,yes,no,no,no
375.7,7.22,52,2,1918,9,good,yes,yes,yes,no,no
717.13,8.75,82,3,1970,9,simple,yes,yes,yes,no,no
255.57,5.11,50,2,1918,9,simple,no,no,yes,no,no
282.24,6.14,46,2,1924,9,simple,yes,yes,yes,no,no
776.99,6.32,123,4,1918,8,simple,yes,yes,yes,no,no
828.19,9.98,83,3,1918,9,simple,yes,yes,yes,no,no
457.57,5.08,90,4,1967,9,simple,yes,yes,yes,no,no
1196.44,17.09,70,2,1960,13,best,yes,yes,yes,yes,yes
588,10.32,57,2,1966,4,simple,yes,yes,yes,no,no
253.92,7.69,33,2,1957,12,simple,yes,yes,yes,no,no
1048.17,10.48,100,4,1990,12,simple,yes,yes,yes,yes,no
396.7,7.08,56,2,1966,4,simple,yes,yes,yes,no,no
596.53,10.65,56,2,1966,4,simple,yes,yes,yes,no,no
769.51,9.62,80,3,1957,3,good,yes,no,yes,no,yes
250.54,11.93,21,1,1966,3,good,yes,yes,yes,no,no
296.78,9.89,30,1,1957,3,good,yes,yes,yes,no,no
423.26,5.29,80,3,1918,4,good,yes,yes,yes,no,no
685.91,8.57,80,3,1918,12,simple,yes,yes,yes,no,no
319.84,6.27,51,2,1957,6,simple,yes,yes,no,no,no
412.61,9.38,44,2,1957.5,6,simple,yes,no,yes,no,no
513.12,10.26,50,2,1966,7,simple,yes,yes,no,no,no
638.89,6.39,100,4,1918,6,simple,yes,yes,yes,no,no
869.21,10.23,85,3,1957,1,simple,yes,yes,yes,no,no
496.99,10.8,46,2,1996,10,simple,yes,yes,yes,no,no
475.5,5.4,88,4,1970,25,simple,yes,yes,yes,no,no
649.5,9.28,70,3,1974,25,simple,yes,yes,yes,no,no
295.72,7.78,38,1,1969,19,simple,yes,yes,yes,no,no
495.97,9.72,51,2,1973,19,good,yes,yes,yes,yes,no
461.54,5.63,82,3,1970,19,simple,yes,yes,yes,no,no
435.61,9.27,47,2,1966,19,simple,yes,yes,yes,no,no
875.73,8.76,100,4,1966,19,good,yes,yes,yes,no,no
449.73,6.25,72,3,1969,13,simple,yes,yes,yes,no,no
373.11,9.33,40,2,1969,13,simple,yes,yes,yes,no,no
661.61,9.32,71,2,1983,15,best,yes,yes,yes,no,no
261.28,5.33,49,2,1957,17,simple,yes,yes,yes,no,no
644.23,8.26,78,3,1970,17,simple,yes,yes,yes,no,no
470,10.44,45,2,1966,17,simple,yes,yes,yes,no,no
499.75,9.43,53,2,1966,17,simple,yes,yes,no,no,no
570.9,7.82,73,3,1966,12,simple,yes,yes,yes,no,no
818.08,7.94,103,4,1967,4,simple,yes,yes,yes,no,no
387.69,7.75,50,2,1957.5,16,simple,yes,yes,no,no,no
426.06,6.66,64,2,1966,16,simple,yes,yes,no,no,no
564.6,7.24,78,2,1984,16,good,yes,yes,yes,no,no
801.09,9.1,88,3,1998.5,2,good,yes,yes,yes,yes,no
509.26,8.21,62,3,1966,9,good,yes,yes,yes,no,no
731.16,9.14,80,3,1972,10,simple,yes,yes,yes,yes,no
839.89,12.92,65,2,1973,9,good,yes,yes,yes,yes,no
445.41,8.25,54,3,1948,3,good,yes,yes,yes,no,no
273.75,10.95,25,1,1957,3,good,yes,yes,yes,no,no
314.45,9.83,32,1,1957,4,good,yes,yes,yes,no,no
935.55,6.04,155,5,1918,2,good,yes,yes,no,yes,no
356.08,5.09,70,2,1918,2,good,yes,yes,yes,no,no
472.74,5.91,80,3,1918,2,good,yes,no,no,no,no
280.21,10.01,28,1,1918,3,good,yes,yes,no,no,no
357.91,11.55,31,1,1918,6,simple,yes,yes,yes,no,no
644.79,7.41,87,3,1924,18,simple,yes,yes,yes,no,no
501.07,9.82,51,2,1939,9,simple,yes,no,yes,no,no
612.15,11.13,55,2,1998,25,good,yes,yes,yes,no,no
541.98,10.63,51,2,1988,4,simple,yes,yes,yes,no,no
165.26,2.95,56,3,1957,25,simple,yes,no,yes,no,no
242.36,8.66,28,1,1972,25,simple,yes,yes,yes,no,no
654.46,10.91,60,2,1957,13,good,yes,yes,yes,no,yes
920.34,7.61,121,4,1924,4,simple,yes,yes,yes,no,no
285.73,4.33,66,3,1970,11,simple,yes,yes,yes,no,no
292.7,8.13,36,1,1966,17,simple,yes,yes,yes,no,no
510.79,12.16,42,1,1999,4,good,yes,yes,yes,no,yes
997.04,6.92,144,4,1918,9,best,yes,yes,yes,no,no
738.29,9.59,77,3,1980,12,good,yes,yes,yes,no,no
305.81,5.1,60,2,1918,12,good,yes,yes,no,no,no
794.11,9.93,80,3,1957,12,good,yes,yes,no,no,no
398.81,11.08,36,1,1967,25,simple,yes,yes,yes,no,no
349.05,5.54,63,3,1948,25,simple,yes,yes,yes,no,no
392.87,4.14,95,4,1924,25,simple,yes,yes,yes,no,yes
322.88,11.96,27,1,1960,2,good,yes,yes,no,no,no
1150.42,10.96,105,4,1957.5,2,good,yes,yes,no,yes,no
741.39,9.15,81,3,1918,5,simple,yes,yes,yes,no,no
748.55,11.88,63,2,1957,3,good,yes,no,yes,no,no
752.8,7.68,98,3,1972,4,good,yes,yes,yes,no,no
1149.09,10.08,114,3,1968,12,best,yes,yes,yes,no,no
622.05,8.29,75,2,1985,12,good,yes,yes,yes,no,no
788.16,10.24,77,2,1998.5,12,good,yes,yes,yes,no,no
456.25,8.15,56,1,1991,15,good,yes,yes,yes,yes,yes
719.74,10.43,69,3,1985,14,simple,yes,yes,yes,no,no
292.95,4.72,62,3,1992,16,simple,yes,yes,yes,no,no
429.49,7.16,60,2,1969,16,simple,yes,yes,yes,no,no
345.83,8.43,41,2,1983,16,simple,yes,yes,yes,no,no
801.96,11.46,70,3,1993,15,good,yes,yes,yes,yes,yes
414.7,7.41,56,1,1974,14,good,yes,yes,yes,no,no
548.39,11.67,47,2,1979,15,simple,yes,yes,yes,no,no
607.42,10.12,60,3,1960,5,good,yes,yes,yes,no,no
559.52,5.83,96,3,1973,5,good,yes,yes,yes,no,no
684.21,11.04,62,3,1981,5,good,yes,yes,yes,no,no
784.32,5.6,140,6,1918,2,good,yes,no,yes,no,no
613.56,10.4,59,3,1957,5,good,yes,yes,yes,no,no
419.26,6.08,69,2,1960,11,simple,yes,yes,yes,no,no
470.4,12.38,38,1,1969,4,simple,yes,yes,yes,no,no
588,8.4,70,3,1973,11,simple,yes,yes,yes,no,no
233.58,3.11,75,3,1918,21,simple,no,no,yes,no,no
958.5,9.88,97,3,1996,22,simple,yes,yes,yes,yes,yes
330.25,6.48,51,2,1957,14,simple,yes,yes,yes,no,no
642.55,10.04,64,2,1966,16,simple,yes,yes,no,no,no
480,6.4,75,3,1969,11,simple,yes,yes,yes,no,no
664.69,8.52,78,3,1987,2,simple,yes,yes,yes,no,no
352.71,9.8,36,2,1918,2,good,yes,yes,yes,no,no
654.45,7.61,86,4,1969,9,simple,yes,yes,yes,no,no
1314.37,8.06,163,4,1918,9,good,yes,yes,yes,yes,yes
272.24,7.36,37,1,1918,8,simple,yes,no,yes,no,no
381.5,6.69,57,3,1957.5,8,simple,yes,yes,yes,no,no
502.57,6.36,79,3,1918,9,simple,yes,no,no,no,no
481.34,4.77,101,4,1924,9,good,yes,yes,yes,no,no
672.36,12.45,54,2,1994,9,good,yes,yes,yes,no,no
674.74,8.54,79,3,1957,9,good,yes,yes,yes,no,no
438.45,9.74,45,2,1957.5,9,good,yes,yes,yes,no,no
766.95,9.35,82,3,1918,9,good,yes,yes,yes,no,no
557.32,9.45,59,2,1972,9,simple,yes,yes,yes,no,no
512.88,7.22,71,3,1967,24,simple,yes,yes,no,no,no
555.5,6.94,80,3,1972,10,simple,yes,yes,yes,no,no
418.23,9.96,42,2,1984,10,simple,yes,yes,yes,no,no
667.65,12.84,52,2,1984,12,good,yes,yes,yes,no,no
712.76,4,178,5,1918,12,good,no,no,yes,no,no
641.68,11.06,58,2,1985,11,simple,yes,yes,yes,no,no
432.71,7.21,60,3,1966,11,simple,yes,yes,yes,no,no
642.51,8.45,76,3,1966,11,simple,yes,yes,yes,no,no
392.06,7.26,54,2,1960,11,simple,yes,yes,yes,no,no
632.38,11.29,56,2,1966,13,simple,yes,yes,yes,no,yes
855.52,9.4,91,3,1998,13,simple,yes,yes,yes,no,no
695.2,7.4,94,4,1968,13,simple,yes,yes,yes,no,no
564.46,8.82,64,2,1985,13,simple,yes,yes,yes,no,no
967,9.67,100,3,1995,21,good,yes,yes,yes,yes,no
876.88,11.39,77,3,1998.5,21,good,yes,yes,yes,no,yes
482.77,7.43,65,2,1986,21,good,yes,yes,yes,no,no
625.31,8.93,70,3,1966,18,simple,yes,yes,yes,no,no
528.68,8.53,62,3,1948,18,simple,yes,yes,no,no,yes
507.95,8.47,60,2,1918,18,simple,yes,yes,yes,no,no
664.69,8.63,77,3,1973,16,simple,yes,yes,yes,no,no
749.7,7.5,100,3,1997,16,good,yes,yes,yes,yes,no
520.33,6.59,79,3,1972,14,simple,yes,yes,yes,yes,no
675,10.23,66,2,1960,14,simple,yes,yes,yes,no,no
429.69,3.98,108,4,1924,13,simple,no,no,yes,no,no
598.41,5.44,110,3,1918,9,good,yes,yes,no,no,no
377.98,8.4,45,2,1960,9,simple,yes,yes,yes,no,no
446.85,9.31,48,2,1957,9,simple,yes,yes,yes,no,no
644.03,11.5,56,2,1993,9,good,yes,yes,yes,no,no
710.7,11.65,61,2,1983,2,good,yes,yes,yes,yes,no
398.17,6.22,64,3,1957,3,good,yes,yes,no,no,no
869.21,8.78,99,4,1918,8,simple,yes,yes,yes,no,no
724.94,9.54,76,3,1966,10,simple,yes,yes,yes,no,no
567.88,9.31,61,3,1970,11,simple,yes,yes,yes,no,no
402.9,6.3,64,4,1966,11,simple,yes,yes,no,no,no
329.68,5.68,58,3,1948,11,simple,yes,no,yes,no,no
326.95,9.08,36,2,1966,10,simple,yes,yes,yes,no,no
356.1,3.24,110,4,1918,5,good,yes,yes,yes,no,no
503.72,8.26,61,2,1918,5,simple,yes,yes,yes,no,no
1184.64,12.74,93,3,1998.5,5,good,yes,yes,yes,no,yes
419.26,9.98,42,2,1960,4,good,yes,yes,no,no,no
